,title,description,originallink,link
0,걸그룹 강세 맞설 ‘쟁쟁’ 男솔로 온다[스경X초점],"<b>아이유</b>)’와 지난달 ‘니드 투 노우’를 통해 특유의 부드럽고 트렌디한 감성으로 사랑받았다. 그동안 다양한 장르의 노래를 선보이며 솔로 힙합 가수로서 독보적인 반열에 오른 가운데, 신곡 ‘바이트’는 또 어떤... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202208180955013&sec_id=540301&pt=nv,https://n.news.naver.com/mnews/article/144/0000831639?sid=106
1,"이브자리 슬립앤슬립, ‘쿠잠’ 출시…항균 기능성 제품 확대",또 슬립앤슬립은 론칭 방송을 통해 구매 후 네이버 쇼핑에 포토 후기를 남기는 고객을 추첨해 <b>아이유</b> 삼각 등쿠션과 커피쿠폰을 증정하는 이벤트도 진행한다. 조은자 이브자리 수면환경연구소 부소장은 “특히 코로나19... ,http://www.edaily.co.kr/news/newspath.asp?newsid=01676086632428632,https://n.news.naver.com/mnews/article/018/0005294891?sid=101
2,<b>아이유</b> 콘서트 연습 영상 공개... &apos;잠실에서 만나요&apos;,<b>아이유</b> 콘서트 연습 영상 공개... &apos;잠실에서 만나요&apos; 사진= <b>아이유</b> 공식 트위터 가수 <b>아이유</b>가 유튜브에 콘서트 연습 영상을 올려 화제가 되고 있다. 지난 17일 <b>아이유</b>는 공식 유튜브 채널인 &apos;이지금 [IU Official]... ,http://www.ggilbo.com/news/articleView.html?idxno=929178,http://www.ggilbo.com/news/articleView.html?idxno=929178
3,"&apos;가격 무려 100배 폭등&apos;… <b>아이유</b> &apos;한정판 LP&apos;, 도대체 얼마?",가수 <b>아이유</b>(본명 이지은)의 한정판 앨범 LP 가격이 &apos;희귀템&apos;으로 등극하며 가격이 무려 100배나 상승했다.... 이날 3위에는 <b>아이유</b>의 노래 &apos;너의 의미&apos;가 이름을 올렸다. &apos;너의 의미&apos;의 원곡자는 가수 김창완이다.... ,http://moneys.mt.co.kr/news/mwView.php?no=2022081808230554321,https://n.news.naver.com/mnews/article/417/0000843788?sid=106
4,"이동국 전축구국가대표-한국펩시콜라, 한부모여성 가정에 2천만 원 기부","또한 펩시 및 게토레이의 프리미어 파트너로 활약중인 전 국가대표 피겨스케이팅 선수 김연아, 가수 <b>아이유</b>, 가수 아이브 싸인이 담긴 &apos;펩시 콜라보 삼성 갤럭시 Z플립3&apos;  다섯 세트를 한부모여성 가정 자녀를 대상으로... ",http://www.stnsports.co.kr/news/articleView.html?idxno=153534,https://sports.news.naver.com/news.nhn?oid=450&aid=0000086838
5,"이동국X한국펩시콜라, 한부모여성 가정에 2천만원 기부","또한 펩시 및 게토레이의 프리미어 파트너로 활약중인 전 국가대표 피겨스케이팅 선수 김연아, 가수 <b>아이유</b>, 가수 아이브 싸인이 담긴 &apos;펩시 콜라보 삼성 갤럭시 Z플립3&apos;  다섯 세트를 한부모여성 가정 자녀를 대상으로... ",http://www.slist.kr/news/articleView.html?idxno=377490,http://www.slist.kr/news/articleView.html?idxno=377490
6,학비만 약 6억! 스타들이 선택한 유학지는 (연중 라이브),"1억을 쾌척한 유재석과 <b>아이유</b>, 박재범에 이어 침수 피해를 입은 동료를 위해 나선 스타들까지. 수재민들의 일상 회복을 위해 따듯한 손길을 내민 스타들을 소개한다. 이어서, 세계 곳곳에서 멋진 휴가를 즐기는 스타들!... ",http://sports.chosun.com/news/ntype.htm?id=202208190100127960007807&servicedate=20220818,https://n.news.naver.com/mnews/article/076/0003906014?sid=106
7,"공효진·케빈오 결혼, &apos;연중 라이브&apos; 헤드라인…김지민 개릴라 데이트","1억을 쾌척한 유재석과 <b>아이유</b>, 박재범에 이어 침수 피해를 입은 동료를 위해 나선 스타들까지. 수재민들의 일상 회복을 위해 따듯한 손길을 내민 스타들을 소개한다 사진=KBS 2TV &apos;연중 라이브&apos; &apos;개릴라... ",http://www.slist.kr/news/articleView.html?idxno=377451,http://www.slist.kr/news/articleView.html?idxno=377451
8,<b>아이유</b> &apos;한정판 LP&apos; 3만원→300만원…리셀가 &apos;폭등&apos;,가수 <b>아이유</b>(본명 이지은)의 한정판 앨범 LP 가격이 8년 만에 100배 상승한 것으로 조사됐다. 지난 17일 Mnet 예능 &apos;TMI NEWS SHOW&apos;는 &apos;네곡내곡! 원곡을 삼킨 리메이크곡 BEST 10&apos;이라는 주제로 꾸며졌다. 이날 방송에서 <b>아이유</b>... ,http://news.mt.co.kr/mtview.php?no=2022081806304549419,https://n.news.naver.com/mnews/article/008/0004784263?sid=106
9,100억 이상 부자 사주? 선우 “종교 없어서 뭐든 믿어야” (TMI뉴스쇼)[어제T...,"한편 이날 방송에서 공개된 리메이크곡 베스트10에는 조정석 ‘아로하’, <b>아이유</b> ‘너의 의미’, 빅뱅 ‘붉은 노을’, 성시경 ‘너에게’, 최준 ‘커피 한잔 할래요’, 이승기 ‘제발’, 샤이니 ‘줄리엣’, MSG워너비... ",https://www.newsen.com/news_view.php?uid=202208180600471710,https://n.news.naver.com/mnews/article/609/0000616410?sid=106
10,"<b>아이유</b>, 리메이크 앨범 한정판 LP 리셀가 3백만원 (TMI뉴스쇼)[결정적장면]",뉴스엔 유경상 yooks@ <b>아이유</b> 리메이크 앨범 한정판 LP가 리셀가 3백만원으로 알려졌다. 8월 17일 방송된... 이날 방송에서 공개된 리메이크곡 베스트 3위는 <b>아이유</b> ‘너의 의미’. ‘너의 의미’ 원곡은 김창완으로... ,https://www.newsen.com/news_view.php?uid=202208180601291710,https://n.news.naver.com/mnews/article/609/0000616411?sid=106
11,"[종합] <b>아이유</b> 한정판 LP, 100배 가격에 거래…원곡 삼킨 리메이크곡 BEST 10...",3위에는 <b>아이유</b>와 원곡자 김창완이 함께 리메이크한 ‘너의 의미’. <b>아이유</b>는 해당 곡을 리메이크한 이유로 짝사랑한 사람이 즐겨 듣던 노래라고 밝혀 놀라움을 안기기도 했다. 4위는 많은 히트곡을 배출한 그룹... ,https://tenasia.hankyung.com/tv/article/2022081703414,https://n.news.naver.com/mnews/article/312/0000564455?sid=106
12,"<b>아이유</b>, 섹시한 레드립...계절을 앞서가는 가을여신[TEN★]",가수 겸 배우 <b>아이유</b>가 남다른 근황을 전했다. <b>아이유</b>는 17일 자신의 인스타그램에 &quot;찐립 연립&quot;이라는 글과 함께 사진을 게재했다. <b>아이유</b>는 평소와 다른 진한 립을 바르고 몽환적인 매력을 뽐내 시선을 사로잡았다. 한편... ,https://tenasia.hankyung.com/topic/article/2022081804854,https://n.news.naver.com/mnews/article/312/0000564452?sid=106
13,"<b>아이유</b> 한정판 LP, 리셀가 300만원…8년 만에 출시가 10배 ↑ (TMI)","<b>아이유</b>의 한정판 LP가 리셀가 300만원을 기록했다. 17일 방송된 Mnet &apos;TMI NEWS SHOW&apos;에는 더보이즈 영훈, 주연, 선우가 게스트로 출연한 가운데, 리메이크곡 BEST 10을 공개했다. &apos;리메이크곡 BEST 10&apos; 3위는 <b>아이유</b>의 &apos;너의... ",https://www.xportsnews.com/article/1618920,https://n.news.naver.com/mnews/article/311/0001489755?sid=106
14,"<b>아이유</b> 화보, 바람막이에 드러난 잘록 허리",가수 겸 배우 <b>아이유</b>의 화보가 공개됐다. 한 브랜드는 <b>아이유</b>과 함께한 화보를 공개했다. <b>아이유</b>와 함께한 화보는 ‘Colorful Emotions’ 이라는 콘셉으로 진행됐다. <b>아이유</b>는 음악을 통해 전달하고 있는 다양한 감정들을... ,http://star.mbn.co.kr/view.php?year=2022&no=729239&refer=portal,https://n.news.naver.com/mnews/article/057/0001684206?sid=106
15,"가수 임영웅, 방탄소년단·<b>아이유</b> 잇는 강한 영향력...콘서트 화제","<b>아이유</b> 잇는 강한 영향력...콘서트 화제  (출처=임영웅sns) 가수 임영웅의 선사하는 설렘과 기대감이 얼마나 큰 영향력을 펼치고 있는 것일까? 임영웅은 8월 광고모델 브랜드평판 지수에서 방탄소년단, <b>아이유</b>에... ",https://www.gukjenews.com/news/articleView.html?idxno=2531117,https://www.gukjenews.com/news/articleView.html?idxno=2531117
16,"&quot;찐립·연립&quot; <b>아이유</b>, 청순부터 섹시까지",/<b>아이유</b> 인스타그램 캡처  <b>아이유</b>가 청순부터 섹시까지 다채로운 매력의 셀카를 공개했다. 17일 <b>아이유</b>는 자신의 인스타그램에 찐립 연립&quot;이라고 글과 여러 장의 사진을 게재했다. <b>아이유</b>는 연한 색상의 립과... ,http://www.sporbiz.co.kr/news/articleView.html?idxno=628929,http://www.sporbiz.co.kr/news/articleView.html?idxno=628929
17,‘연중 라이브’ 연예인이 선택한 학비 6억 유학지는?[채널예약],"1억을 쾌척한 유재석과 <b>아이유</b>, 박재범에 이어 침수 피해를 입은 동료를 위해 나선 스타들까지 수재민들의 일상 회복을 위해 따듯한 손길을 내민 스타들을 소개한다. 세계 곳곳에서 멋진 휴가를 즐기는 스타들! ‘SNS... ",http://sports.khan.co.kr/news/sk_index.html?art_id=202208172324003&sec_id=540201&pt=nv,https://n.news.naver.com/mnews/article/144/0000831591?sid=106
18,"<b>아이유</b>, &apos;찐립·연립&apos; 도대체 어느 쪽을 선택해야 할까요? &apos;<b>아이유</b> is 뭔들&apos;은...",역시 &apos;<b>아이유</b> is 뭔들&apos;이다. 넘사벽 화보 장인이다. 레드립은 무죄다. 가수 겸 배우 <b>아이유</b>가 17일 자신의 인스타그램을 통해 광고 촬영 현장에서 찍은 사진을 &apos;찐립 연립&apos;이라는 글과 함께 공개했다. 진한 컬러의 립스틱과... ,http://sports.chosun.com/news/ntype.htm?id=202208180100126360007707&servicedate=20220817,https://n.news.naver.com/mnews/article/076/0003905924?sid=106
19,<b>아이유</b> 고혹과 청순과 오가는 매력 과시,충청매일 CCDN <b>아이유</b> 인스타그램  가수 겸 배우 <b>아이유</b>의 근황이 공개가 됐다. <b>아이유</b>는 17일 인스타그램에 &quot;찐립 연립&quot;이라는 글과 함께 사진을 게재했다. 공개된 사진 속 <b>아이유</b>는 빨간색 입술에 털 가디건을 두른 채... ,http://www.ccdn.co.kr/news/articleView.html?idxno=775455,http://www.ccdn.co.kr/news/articleView.html?idxno=775455
20,"‘18일 발매’ 박재범, 새 노래 ‘Bite’ 뮤비 티저 공개",<b>아이유</b>)’로 음원 차트에서 롱런을 이어갔다. 지난 7월에는 ‘Need To Know (니드 투 노우)’를 발매하고 리스너들의 여름 감성을 저격하며 독보적인 존재감을 발휘했다. 박재범의 신곡 ‘Bite’는 오는 18일 오후... ,http://sports.khan.co.kr/news/sk_index.html?art_id=202208172117003&sec_id=540301&pt=nv,https://n.news.naver.com/mnews/article/144/0000831567?sid=106
21,"[유통이슈] 홈플러스, 창고大개방 ‘홈플대란 시즌2’ 개최 外","이번 애니플러스가 인수한 로운컴퍼니씨앤씨는 기획, 디자인, 제조, 유통·운영 등 굿즈 생산 전 과정을 올인원(All-In-One)으로 소화하며, <b>아이유</b>, BTS 등 대형 K-POP 스타의 팬덤 굿즈 및 알라딘, 카카오프렌즈... ",http://www.lawissue.co.kr/view.php?ud=202208172113389809204ead0791_12,http://www.lawissue.co.kr/view.php?ud=202208172113389809204ead0791_12
22,"<b>아이유</b> 한정판 LP, 3만원→300만원 거래…무려 &apos;100배&apos; 치솟았다 (&apos;TMI뉴스쇼...",<b>아이유</b>의 한정판 LP 앨범 가격이 100배로 치솟았다. 17일 방송된 &apos;TMI NEWS SHOW&apos;에서는 ‘원곡을 삼킨... 이날 &apos;원곡을 삼킨 리메이크곡&apos; 3위에는 <b>아이유</b>와 원곡자 김창완이 함께 리메이크한 ‘너의 의미’. <b>아이유</b>는 해당... ,https://tenasia.hankyung.com/tv/article/2022081703334,https://n.news.naver.com/mnews/article/312/0000564439?sid=106
23,"<b>아이유</b>, 찐립? 연립? 이미 美친 미모인데… 그게 중요해?","<b>아이유</b>가 셀카를 공개했다. 17일, <b>아이유</b>는 자신의 인스타그램을 통해 화보 촬영 중 다양한 메이크업 사진을 공개했다. <b>아이유</b>는 &quot;찐립 연립&quot;이라고 글을 남겼다. 공개된 사진 속에서 <b>아이유</b>는 진한 붉은색... ",http://www.osen.co.kr/article/G1111921169,https://n.news.naver.com/mnews/article/109/0004680150?sid=106
24,<b>아이유</b>가 이렇게 시크하다고?...카리스마 미모 [리포트:컷],가수 <b>아이유</b>가 남다른 카리스마를 뽐냈다. 17일 <b>아이유</b>는 자신의 인스타그램에 &quot;찐립 연립&quot;이라는 문구와 함께 사진을 게재했다. <b>아이유</b>는 평소와 다른 진한 립을 바르고 몽환적인 매력을 뽐내 시선을 사로잡았다.... ,https://www.tvreport.co.kr/2112730,https://n.news.naver.com/mnews/article/213/0001225941?sid=106
25,"뉴발 란스~<b>아이유</b>, &apos;NB SHIFTED LINE&apos; ...첫 여성 컬렉션는 재구성 SHIFTED &apos;...",뉴발란스(New Balance)가 첫 여성 컬렉션을 발매하며 브랜드 엠베서더 <b>아이유</b>와 함께한 화보를 선보인다.... <b>아이유</b>는 음악을 통해 전달하고 있는 다양한 감정들을 이번 화보를 통해 컬러풀하게 풀어내어... ,http://www.kdfnews.com/news/articleView.html?idxno=95687,http://www.kdfnews.com/news/articleView.html?idxno=95687
26,"<b>아이유</b>, 진한 레드립도 연한 베이지립도 &apos;찰떡&apos;…성숙미 더한 가을 여신",사진=<b>아이유</b> 인스타그램 가수 겸 배우 <b>아이유</b>가 진한 레드립 메이크업으로 성숙한 매력을 선보였다. <b>아이유</b>는 17일 자신의 인스타그램에 &quot;찐립 연립&quot;이란 글과 함께 세 장의 사진을 올렸다. 사진에서 <b>아이유</b>는 스모키... ,http://sports.hankooki.com/news/articleView.html?idxno=6804872,http://sports.hankooki.com/news/articleView.html?idxno=6804872
27,"&apos;1억 기부&apos; <b>아이유</b>, 진한 레드립+명품백…물오른 성숙美",가수 겸 배우 <b>아이유</b>가 근황을 공개했다. <b>아이유</b>는 17일 인스타그램에 &quot;찐립 연립&quot;이라는 글과 함께 사진을 게재했다. 공개된 사진 속 <b>아이유</b>는 진한 레드립을 바르고 털이 인상적인 가디건 스타일링을 보여주고 있다.... ,http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202208171702485446&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news,https://n.news.naver.com/mnews/article/117/0003636513?sid=106
28,"<b>아이유</b>, &quot;찐립 연립&quot; 둘 다 美쳤네…분위기 여신 따로없어",가수 겸 배우 <b>아이유</b>가 여러 메이크업 셀카를 올리며 색다른 매력을 발산했다. 17일 오후 <b>아이유</b>는 자신의 인스타그램에 &quot;찐립 연립&quot;이라는 글과 함께 사진 여러 장을 게재했다. 공개된 사진 속 <b>아이유</b>는 말 그대로 진한... ,https://www.xportsnews.com/article/1618845,https://n.news.naver.com/mnews/article/311/0001489671?sid=106
29,&quot;찐립연립&quot; <b>아이유</b> &quot;팜므파탈에서 청순가련까지&quot; 다되네,"배우 겸 가수 <b>아이유</b>가 전혀 상반된 이미지를 선보였다. <b>아이유</b>는 17일 자신의 인스타그램에 &apos;찐립연립&apos;이라는 멘트와 함께 3장을 올렸다. &apos;찐립 연립&apos;은 &apos;진한 립스틱, 연한 립스틱&apos;이라는 의미다. 사진 속 <b>아이유</b>는 짙은... ",http://sports.chosun.com/news/ntype.htm?id=202208170100123910007523&servicedate=20220817,https://n.news.naver.com/mnews/article/076/0003905759?sid=106
30,"<b>아이유</b>, 명품보다 더 빛나는 미모‥섹시 레드립까지 찰떡 소화",가수 <b>아이유</b>가 다양한 메이크업을 소화하는 미모를 뽐냈다. <b>아이유</b>는 8월 17일 자신의 인스타그램에 “찐립 연립”이라는 글과 함께 사진 여러 장을 게재했다. 공개된 사진에는 <b>아이유</b>의 다양한 매력이 담겼다. <b>아이유</b>는... ,https://www.newsen.com/news_view.php?uid=202208171640042510,https://n.news.naver.com/mnews/article/609/0000616350?sid=106
31,"<b>아이유</b>, &apos;섹시미 물씬&apos; 레드립 착붙 소화하네...물오른 명품미모",사진=<b>아이유</b>SNS사진=<b>아이유</b>SNS사진=<b>아이유</b>SNS 가수 겸 배우 <b>아이유</b>(이지은)의 물오른 섹시미와 우아한 미모가 포착됐다. 17일 <b>아이유</b>가 자신의 인스타그램을 통해 &quot;찐립 연립&quot;이라며 근황을 알렸다. 공개된 사진 속... ,http://www.newsinside.kr/news/articleView.html?idxno=1140470,http://www.newsinside.kr/news/articleView.html?idxno=1140470
32,"애니플러스, 로운컴퍼니씨앤씨 인수…&quot;팬덤 굿즈시장 강자로 도약&quot;","<b>아이유</b>, BTS 등 케이팝 스타의 팬덤 굿즈와 알라딘, 카카오프렌즈, 라이엇게임즈, 존슨앤존슨 등 국내외 유수 협력사들의 IP 관련 상품을 생산하고 있다. 또 로운컴퍼니씨앤씨는 자회사 로운랩스를 통해 NFT 프로젝트와... ",https://www.hankyung.com/finance/article/2022081798536,https://n.news.naver.com/mnews/article/015/0004737954?sid=101
33,"<b>아이유</b>, 스모키에 레드립으로 뇌쇄적..물오른 인간 구찌",가수 겸 배우 <b>아이유</b>가 물오른 미모를 자랑했다. 17일 <b>아이유</b>는 자신의 인스타그램 계정에 색다른 분위기의 사진을 게재했다. <b>아이유</b>는 사진과 함께 &quot;찐립 연립&quot;이라고 글을 남겼다. 사진 속 <b>아이유</b>는 세미 스모키... ,http://biz.heraldcorp.com/view.php?ud=202208171645430279400_1,https://n.news.naver.com/mnews/article/112/0003581282?sid=106
34,"<b>아이유</b>, 치명적 레드립→청순한 핑크립..팔색조 비주얼 [스타IN★]",가수 겸 배우 <b>아이유</b>가 완벽한 비주얼을 자랑했다. <b>아이유</b>는 17일 자신의 인스타그램에 &quot;찐립 연립&quot;이라는 글과 촬영 현장에서 찍은 사진을 게재했다. 사진 속 <b>아이유</b>는 치명적인 레드립이 인상적인 메이크업을 한 채... ,http://star.mt.co.kr/stview.php?no=2022081716373694336,https://n.news.naver.com/mnews/article/108/0003079562?sid=106
35,"치즈, 청량 음색으로 &apos;킬링 보이스&apos; 접수","앞서 <b>아이유</b>, 마마무, 성시경, 태연, 빅마마, 이하이, 하이라이트 등 다채로운 장르의 아티스트들이 출연해 음악 팬들의 뜨거운 지지를 받았다. 특히 <b>아이유</b>는 조회수 4800만 뷰를 기록했고, 영상 공개 10일 만에... ",http://www.tvdaily.co.kr/read.php3?aid=16607219401650051010,http://www.tvdaily.co.kr/read.php3?aid=16607219401650051010
36,<b>아이유</b> 도발적인 레드립…낯선데 매력적이야 [DA★],<b>아이유</b> 도발적인 레드립…낯선데 매력적이야 [DA★] 가수 겸 배우 <b>아이유</b>가 도발적인 매력을 발산했다. <b>아이유</b>는 17일 자신의 인스타그램을 통해 광고 촬영 현장에서 찍은 사진을 공개했다. 사진 속 그는 진한 레드립이... ,https://sports.donga.com/article/all/20220817/114999981/1,https://n.news.naver.com/mnews/article/382/0000998521?sid=106
37,&apos;황제&apos; 임영웅보다 브랜드 평판 높은 광고모델은?,"BTS에 이어 <b>아이유</b>와 임영웅이 각각 2위와 3위에 올랐다. 이는 한국기업평판연구소가 지난달 15일부터 이달... 이에 따르면 2022년 8월 광고모델 브랜드평판에서는 방탄소년단, <b>아이유</b>, 임영웅, 유재석, 손흥민이 톱5를... ",http://www.goodkyung.com/news/articleView.html?idxno=184964,http://www.goodkyung.com/news/articleView.html?idxno=184964
38,"뉴발란스, <b>아이유</b>와 함께한 여성 컬렉션 화보 공개",엠베서더 <b>아이유</b>와 함께한 화보를 선보인다. 뉴발란스가 새롭게 선보이는 이번 NB SHIFTED LINE 여성... 또한 뉴발란스 쉬프티드 라인 컬렉션 발매를 기념해 <b>아이유</b>와 함께한 화보는 ‘Colorful Emotions’ 이라는 컨셉으로... ,http://okfashion.co.kr/detail.php?number=58313&thread=81r06r03,http://okfashion.co.kr/detail.php?number=58313&thread=81r06r03
39,"박재범, 신곡 ‘Bite’ MV 티저 공개... 감각적 일러스트 눈길",<b>아이유</b>)’로 음원 차트에서 롱런을 이어갔다. 지난 7월에는 ‘Need To Know’를 발매하고 리스너들의 여름 감성을 저격하며 독보적인 존재감을 발휘했다. 한편 박재범의 신곡 ‘Bite’는 오는 18일 오후 6시 각종... ,https://www.bntnews.co.kr/article/view/bnt202208170042,https://www.bntnews.co.kr/article/view/bnt202208170042
40,"<b>아이유</b>, 산뜻한 크롭 바람막이로 편안한 스타일링 연출",충청매일 CCDN  가수 겸 배우 <b>아이유</b>의 화보가 공개가 됐다. 글로벌 스포츠 브랜드 뉴발란스(New Balance)가 첫 뉴발란스 쉬프티드 라인 여성 컬렉션을 발매하며 브랜드 앰버서더 <b>아이유</b>와 함께한 화보를 17일 선보였다.... ,http://www.ccdn.co.kr/news/articleView.html?idxno=775246,http://www.ccdn.co.kr/news/articleView.html?idxno=775246
41,한국예술원 실용음악 어쿠스틱 밴드 &apos;4분 쉼표&apos; 청춘 마이크 성황리에 마무리,"이날 공연에서 &apos;4분 쉼표&apos; 밴드는 <b>아이유</b> - 라일락, 볼빨간 사춘기 - 별 보러 갈래, Jason Mraz - I won&apos;t to give up, Harry Styles - Watermelon Sugar 등 총 4곡을 선보이며 무더위에 지친 관객들에게 힐링의 시간을 선사했다. 지난... ",http://www.lecturernews.com/news/articleView.html?idxno=104780,http://www.lecturernews.com/news/articleView.html?idxno=104780
42,"브랜드발전소, <b>아이유</b> 콘서트 지하철 광고 진행",옥외광고 전문기업 브랜드발전소는 디지털 영상 광고 매체인 디포스테이션을 활용해 <b>아이유</b> 콘서트의 지하철 광고를 진행했다고 밝혔다. 잠실종합운동장 올림픽주경기장에서 개최되는 가수 <b>아이유</b>의 콘서트 &apos;2022... ,http://www.wsobi.com/news/articleView.html?idxno=171716,http://www.wsobi.com/news/articleView.html?idxno=171716
43,"임영웅, 광고주가 사랑하는 트로트 스타 1위","1위는 방탄소년단(BTS), 2위는 <b>아이유</b>였다. 트로트가수 중에서는 1위다. 한국기업평판연구소는 국내... 2022년 8월 광고모델 브랜드평판 30위 순위는 방탄소년단, <b>아이유</b>, 임영웅, 유재석, 손흥민, 공유, 손석구, 블랙핑크... ",https://www.ekn.kr/web/view.php?key=20220817001533511,https://www.ekn.kr/web/view.php?key=20220817001533511
44,"[이앤피] &quot;尹 낮은 지지율, 국민 관점에서 세세하고 꼼꼼하게 살펴보겠다 外&quot;","◇ 김우성&gt; 임영웅 씨 말고 가수 <b>아이유</b> 씨에게도 &quot;주제 파악이 필요하다&quot;는 농담조의 말이 따라붙고 있다고요. ◆ 이우영&gt; <b>아이유</b>는 다음 달 17~18일 올림픽 주 경기장에서 콘서트를 진행하는데, 누리꾼들 다수가 티켓팅에... ",https://radio.ytn.co.kr/program/?f=2&id=84584&s_mcd=0452&s_hcd=01,https://radio.ytn.co.kr/program/?f=2&id=84584&s_mcd=0452&s_hcd=01
45,"빅톤 승식‧세준, &apos;노동의 맛&apos;에 첫날부터 &apos;눕방&apos; (싱그린)","뒤이어 아도라는 <b>아이유</b>의 &apos;어푸&apos;를, 윤딴딴은 자작곡 &apos;겨울을 걷는다&apos;를 &apos;여름을 걷는다&apos;로 재해석해 선보인다. 윤딴딴의 무대 후 승식은 &quot;저 사실은 윤딴딴 선배님 팬입니다&quot;라며 수줍게 팬심을 고백한다. 특히 최애곡이... ",https://www.xportsnews.com/article/1618743,https://n.news.naver.com/mnews/article/311/0001489571?sid=106
46,임영웅 <b>아이유</b> 박은빈이 암표에 대처해 팬을 지키는 방법 [이슈와치],"가수 <b>아이유</b>과 임영웅 그리고 배우 박은빈, 이들은 최근 부정 티켓 근절에 나선 대표적 스타들이다. 지난 8월 11일 <b>아이유</b> 소속사 EDAM엔터테인먼트는 공식 팬카페를 통해 공연 부정 티켓 취소에 관련한 공지문을 게재했다.... ",https://www.newsen.com/news_view.php?uid=202208171420016810,https://n.news.naver.com/mnews/article/609/0000616269?sid=106
47,[스타서베이] 8월 3주차 남녀 가수·배우·아이돌 &apos;브랜드 파워&apos; 투표 시작…...,"여자 가수 후보는 송가인, 양지은, 김태연, 강혜연, 홍지윤, <b>아이유</b>, 김다현, 정다경, 니쥬 마야, 싱어게인 서기, 레드벨벳 아이린, 에이핑크 박초롱, 블랙핑크 리사, 정미애, 김나희, 설하윤, 황우림, 있지 예지, 윤태화... ",http://www.topstarnews.net/news/articleView.html?idxno=14721983,http://www.topstarnews.net/news/articleView.html?idxno=14721983
48,"[이앤피] &quot;尹 낮은 지지율, 국민 관점에서 세세하고 꼼꼼하게 살펴보겠다 外&quot;","◇ 김우성&gt; 임영웅 씨 말고 가수 <b>아이유</b> 씨에게도 &quot;주제 파악이 필요하다&quot;는 농담조의 말이 따라붙고 있다고요. ◆ 이우영&gt; <b>아이유</b>는 다음 달 17~18일 올림픽 주 경기장에서 콘서트를 진행하는데, 누리꾼들 다수가 티켓팅에... ",https://www.ytn.co.kr/_ln/0101_202208171457099371,https://n.news.naver.com/mnews/article/052/0001777865?sid=100
49,"&apos;TOP&apos; 임영웅, 유튜브뮤직 최근 28일 조회수 1위","1위 임영웅에 이어 2위 에스파(3160만 뷰), 3위 <b>아이유</b>(2590만 뷰), 4위 방탄소년단(2320만 뷰) 5위 뉴진스(2320만 뷰), 6위 아이브(2250만 뷰), 7위 세븐틴(2100만 뷰), 8위 ITZY(2000만 뷰), 9위 (여자)아이들(1990만 뷰), 10위... ",http://star.mt.co.kr/stview.php?no=2022081709432461930,https://n.news.naver.com/mnews/article/108/0003079520?sid=106
50,치즈 “처음부터 끌까지 즐겨달라” 꿀 음색으로 ‘킬링 보이스’ 장식,"앞서 <b>아이유</b>, 마마무, 성시경, 태연, 빅마마, 이하이, 하이라이트 등 다채로운 장르의 아티스트들이 출연해 음악 팬들의 뜨거운 지지를 받았다. 특히 <b>아이유</b>는 조회수 4800만 뷰를 기록했고, 영상 공개 10일 만에... ",https://www.newsen.com/news_view.php?uid=202208171351572110,https://n.news.naver.com/mnews/article/609/0000616250?sid=106
51,"애니플러스, 로운컴퍼니씨앤씨 인수…&quot;IP 상품화 강화&quot;","<b>아이유</b>, BTS 등 대형 K-POP 스타의 팬덤 굿즈와 알라딘, 카카오프렌즈, 라이엇게임즈, 존슨앤존슨 등 국내외 유수 협력사들의 IP(지적재산권) 관련 상품를 생산하고 있다. 또 &apos;로운컴퍼니씨앤씨&apos;는 자회사 &apos;로운랩스&apos;를... ",http://www.newsis.com/view/?id=NISX20220817_0001981168&cID=10403&pID=15000,https://n.news.naver.com/mnews/article/003/0011367685?sid=101
52,"뉴발란스, <b>아이유</b>와 함께한 여성 컬렉션 화보 오픈",엠베서더 <b>아이유</b>와 함께한 화보를 공개했다. NB SHIFTED LINE 여성 컬렉션은 뉴발란스의 과거 모델들의... ‘Colorful Emotions’이라는 콘셉트 화보 속 <b>아이유</b>는 다채롭고 감각적인 무드를 소화했다. 특히 쉬프티드 라인... ,https://www.bntnews.co.kr/article/view/bnt202208170022,https://www.bntnews.co.kr/article/view/bnt202208170022
53,<b>아이유</b>와 함께한 &apos;NB SHIFTED LINE&apos; 여성 컬렉션 화보 공개한 뉴발란스,= 뉴발란스가 첫 뉴발란스 쉬프티드 라인 여성 컬렉션을 발매하며 브랜드 엠베서더 <b>아이유</b>와 함께한... 또한 뉴발란스 쉬프티드 라인 컬렉션 발매를 기념해 <b>아이유</b>와 함께한 화보는 &apos;Colorful Emotions&apos; 이라는 컨셉으로... ,https://www.insight.co.kr/news/408298,https://www.insight.co.kr/news/408298
