,title,description,originallink,link,pubDate
448,"&apos;<b>손흥민</b> 기점→호이비에르 동점골&apos; 토트넘, 첼시와 1-1 승부 균형(후반 진행중...","토트넘 훗스퍼가 <b>손흥민</b>의 끈기로 동점골을 만들어냈다. 토트넘은15일 오전 0시 30분(한국시간) 영국 런던에... 케인, <b>손흥민</b>, 쿨루셉스키, 세세뇽, 호이비에르, 벤탄쿠르, 에메르송, 데이비스, 다이어, 로메로, 요리스가... ",http://www.interfootball.co.kr/news/articleView.html?idxno=579443,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144633,"Mon, 15 Aug 2022 02:03:00 +0900"
449,"&apos;호이비에르 동점골&apos; 토트넘, 첼시와 1-1 원점 (후반 진행중)","<b>손흥민</b>, 케인, 쿨루셉스키, 세세뇽, 호이비에르, 벤탄쿠르, 에메르송, 데이비스, 다이어, 로메로가 선발로... <b>손흥민</b>이 힘을 냈다. 전반 40분 <b>손흥민</b>은 첼시의 코너킥 이후 속공 상황에서 드리블을 시도했지만 제임스가... ",http://www.fourfourtwo.co.kr/news/articleView.html?idxno=17938,https://sports.news.naver.com/news.nhn?oid=411&aid=0000013713,"Mon, 15 Aug 2022 02:02:00 +0900"
450,"<b>손흥민</b>, 전반전 턴오버 10개로 팀 내 최다...&apos;드리블 성공도 0회&apos;","<b>손흥민</b>의 전반전 첼시전 경기력은 정말 좋지 않다. 턴오버가 무려 10개를 기록했다. 토트넘 홋스퍼는 15일... 토트넘은 해리 케인, <b>손흥민</b>, 데얀 클루셉스키 등 최정예 멤버를 내세웠지만 첼시의 탄탄한 벽을 뚫어내지... ",http://www.sportalkorea.com/news/view.php?gisa_uniq=2022081501344320&section_code=20&cp=se&sp=A,https://sports.news.naver.com/news.nhn?oid=139&aid=0002171319,"Mon, 15 Aug 2022 01:35:00 +0900"
451,"[토트넘 첼시] <b>손흥민</b>, 눈 질끈 감고",사진제공/AFP통신 = 14일(현지시간) 영국 런던의 스탬포드 브릿지에서 열린 토트넘 홋스퍼와 첼시의 2022-23시즌 잉글리시 프리미어리그(EPL) 2라운드에서 토트넘의 <b>손흥민</b>이 첼시의 리스 제임스와 공중볼 다툼을... ,https://www.gukjenews.com/news/articleView.html?idxno=2529038,https://www.gukjenews.com/news/articleView.html?idxno=2529038,"Mon, 15 Aug 2022 01:32:00 +0900"
452,"[토트넘 첼시] 무기력했던 토트넘, 전반전 0-1로 마쳐",<b>손흥민</b>은 첼시와 전반전 45분 동안 이렇다 할 기회를 만들어내지 못했다. /연합뉴스 <b>손흥민</b>(30)의 침묵 속에 토트넘 홋스퍼가 무기력한 전반전 45분을 보냈다. <b>손흥민</b>은 15일 오전 12시 30분(이하 한국 시각) 잉글랜드... ,http://www.sporbiz.co.kr/news/articleView.html?idxno=628592,http://www.sporbiz.co.kr/news/articleView.html?idxno=628592,"Mon, 15 Aug 2022 01:28:00 +0900"
453,&apos;첼시 0대1&apos; 프리미어리그 <b>손흥민</b> 축구경기중계 무료·유료채널번호,"22-23 프리미어리그 2022년8월15일 첼시 FC 토트넘 홋스퍼 FC 경기일정에 있어서 토트넘 선발출전선수명단은 케인, <b>손흥민</b>, 쿨루셉스키, 호이비에르, 벤탄쿠르, 세세뇽, 데이비스, 다이어, 로메로, 로얄, 골키퍼... ",https://www.gukjenews.com/news/articleView.html?idxno=2529032,https://www.gukjenews.com/news/articleView.html?idxno=2529032,"Mon, 15 Aug 2022 01:26:00 +0900"
454,"[EPL 2R] &apos;쿨리발리 대포알슛 일격&apos; 토트넘, 첼시에 0-1로 고전(전반 종료)",<b>손흥민</b>은 왼쪽 윙포워드로 선발 출전했지만 별다른 활약을 보이지 못했다. 전반 4분 페널티박스 오른쪽 외곽에서 얻어낸 프리킥을 찼지만 골대를 한참 벗어났다. 전반 40분 토트넘의 역습 상황에서 로프터스-치크가... ,http://www.stnsports.co.kr/news/articleView.html?idxno=153437,https://sports.news.naver.com/news.nhn?oid=450&aid=0000086752,"Mon, 15 Aug 2022 01:23:00 +0900"
455,"&apos;<b>손흥민</b>-케인 침묵&apos; 토트넘, 첼시에 0-1로 끌려가 (전반 종료)","케인, <b>손흥민</b>, 쿨루셉스키, 세세뇽, 호이비에르, 벤탄쿠르, 에메르송, 데이비스, 다이어, 로메로, 요리스가... 토트넘은 <b>손흥민</b>을 중심으로 첼시의 뒷공간을 노렸지만, 견고한 수비진에 여러 차례 막혔다. 시간이 지날수록... ",http://www.interfootball.co.kr/news/articleView.html?idxno=579441,https://sports.news.naver.com/news.nhn?oid=413&aid=0000144632,"Mon, 15 Aug 2022 01:21:00 +0900"
456,"반코트 게임… 토트넘, &apos;쿨리발리 선제골&apos; 첼시와 전반전 0-1 마무리",앞에서 차단할 수 있었던 <b>손흥민</b>의 대처가 아쉬웠던 순간이었다. 일격을 당한 토트넘은 이후 후방... 선발 출전한 <b>손흥민</b>도 전반 40분 역습 상황을 제외하고 수비만 계속할 뿐이었다. <b>손흥민</b>의 전반 40분 단독 돌파는... ,http://sports.hankooki.com/news/articleView.html?idxno=6804621,http://sports.hankooki.com/news/articleView.html?idxno=6804621,"Mon, 15 Aug 2022 01:20:00 +0900"
457,"&apos;<b>손흥민</b> 실점 빌미&apos; 토트넘, 첼시에 0-1로 끌려가 (전반 종료)","첼시가 <b>손흥민</b>의 실수로부터 시작된 공격에서 첫 골을 뽑아내며 토트넘에 1-0 리드를 잡았다. 토트넘은 15일... 라이언 세세뇽, 피에르 에밀 호이비에르, 로드리고 벤탄쿠르, 에메르송이 중원을 구축했고, <b>손흥민</b>, 해리... ",https://www.xportsnews.com/article/1617956,https://sports.news.naver.com/news.nhn?oid=311&aid=0001488791,"Mon, 15 Aug 2022 01:20:00 +0900"
458,"[EPL 2R] &apos;SON 침묵&apos; 토트넘, &apos;쿨리발리 데뷔골&apos; 첼시에 선제골 허용 (전반종...","이에 맞서는 원정팀 토트넘은 위고 요리스(GK), 에메르송 로얄, 크리스티안 로메로, 에릭 다이어, 벤 데이비스, 라이언 세세뇽, 로드리고 벤탄쿠르, 에밀-피에르 호이비에르, 데얀 클루셉스키, <b>손흥민</b>, 해리 케인이 선발로... ",http://www.sportalkorea.com/news/view.php?gisa_uniq=2022081500284920&section_code=20&cp=se&sp=A,https://sports.news.naver.com/news.nhn?oid=139&aid=0002171318,"Mon, 15 Aug 2022 01:19:00 +0900"
459,"[전반 REVIEW] 첼시 앞에선 작아지는 토트넘…0-1 열세, 쿨리발리에게 실점","<b>손흥민</b>, 해리 케인, 데얀 쿨루셉스키가 스리톱을 이뤘고 피에르-에밀 호이비에르, 로드리고 벤탄쿠르... <b>손흥민</b>이 수비라인까지 내려와 수비에 가담해야 했다. 전반 19분 첼시의 선제골이 나왔다. 쿠쿠렐라가 찬 코너킥을... ",https://www.spotvnews.co.kr/news/articleView.html?idxno=542846,https://sports.news.naver.com/news.nhn?oid=477&aid=0000376273,"Mon, 15 Aug 2022 01:19:00 +0900"
